id,level,word,article,plural,translation,example,partOfSpeech,topic,tags,lessonId
A2_v219,A2,deshalb,,,therefore,"Ich bin krank, deshalb bleibe ich zu Hause.",other,Grammar,a2,A2_lesson_3
A2_v220,A2,trotzdem,,,nevertheless,"Es regnet, trotzdem gehe ich spazieren.",other,Grammar,a2,A2_lesson_3
A2_v221,A2,weil,,,because,"Ich lerne Deutsch, weil ich in Berlin wohne.",other,Grammar,a2,A2_lesson_3
A2_v222,A2,obwohl,,,although,"Obwohl es kalt ist, gehe ich raus.",other,Grammar,a2,A2_lesson_3
A2_v223,A2,sondern,,,but rather,"Ich komme nicht heute, sondern morgen.",other,Grammar,a2,A2_lesson_3
A2_v224,A2,vorgestern,,,day before yesterday,Vorgestern war ich im Kino.,other,Time,a2,A2_lesson_3
A2_v225,A2,uebermorgen,,,day after tomorrow,Uebermorgen habe ich einen Termin.,other,Time,a2,A2_lesson_3
A2_v226,A2,taglich,,,daily,Ich lese taeglich die Zeitung.,other,Time,a2,A2_lesson_2
A2_v227,A2,woechentlich,,,weekly,Wir haben woechentlich ein Meeting.,other,Time,a2,A2_lesson_2
A2_v228,A2,monatlich,,,monthly,Die Miete zahle ich monatlich.,other,Time,a2,A2_lesson_2
A2_v229,A2,gekauft,,,bought,Ich habe Brot gekauft.,other,Past Activities,a2,A2_lesson_3
A2_v230,A2,getrunken,,,drank,Wir haben Kaffee getrunken.,other,Past Activities,a2,A2_lesson_3
A2_v231,A2,gegessen,,,ate,Ich habe Pizza gegessen.,other,Past Activities,a2,A2_lesson_3
A2_v232,A2,gelesen,,,read,Hast du das Buch gelesen?,other,Past Activities,a2,A2_lesson_3
A2_v233,A2,geschrieben,,,wrote,Ich habe einen Brief geschrieben.,other,Past Activities,a2,A2_lesson_3
A2_v234,A2,angerufen,,,called,Hast du deine Mutter angerufen?,other,Past Activities,a2,A2_lesson_3
A2_v235,A2,Bahnsteig,der,die Bahnsteige,platform,Der Zug faehrt ab Bahnsteig 5.,noun,Travel,a2,A2_lesson_4
A2_v236,A2,Fahrkarte,die,die Fahrkarten,ticket,Kaufen Sie eine Fahrkarte.,noun,Travel,a2,A2_lesson_4
A2_v237,A2,einfach,,,one-way,"Eine einfache Fahrkarte, bitte.",other,Travel,a2,A2_lesson_4
A2_v238,A2,hin und rueck,,,round trip,Moechten Sie hin und rueck?,other,Travel,a2,A2_lesson_4
A2_v239,A2,Ausweis,der,die Ausweise,ID card,Haben Sie Ihren Ausweis dabei?,noun,Travel,a2,A2_lesson_4
A2_v240,A2,Reiseplan,der,die Reiseplaene,itinerary,Mein Reiseplan ist fertig.,noun,Travel,a2,A2_lesson_4
A2_v241,A2,einchecken,,,to check in,Wir checken online ein.,other,Travel,a2,A2_lesson_4
A2_v242,A2,Aufenthalt,der,die Aufenthalte,stay,Der Aufenthalt dauert eine Woche.,noun,Travel,a2,A2_lesson_4
A2_v243,A2,frei,,,"free, available",Haben Sie ein freies Zimmer?,other,Travel,a2,A2_lesson_5
A2_v244,A2,Buchung,die,die Buchungen,booking,Die Buchung ist bestaetigt.,noun,Travel,a2,A2_lesson_5
A2_v245,A2,stornieren,,,to cancel,Ich muss die Reservierung stornieren.,other,Travel,a2,A2_lesson_5
A2_v246,A2,Uebernachtung,die,die Uebernachtungen,overnight stay,Eine Uebernachtung kostet 80 Euro.,noun,Travel,a2,A2_lesson_5
A2_v247,A2,Rechnung,die,die Rechnungen,bill,"Die Rechnung, bitte.",noun,Travel,a2,A2_lesson_5
A2_v248,A2,inklusive,,,inclusive,Das Fruehstueck ist inklusive.,other,Travel,a2,A2_lesson_5
A2_v249,A2,Pension,die,die Pensionen,guesthouse,Wir wohnen in einer Pension.,noun,Travel,a2,A2_lesson_5
A2_v250,A2,Angebot,das,die Angebote,"offer, special deal",Heute gibt es ein Angebot.,noun,Shopping,a2,A2_lesson_6
A2_v251,A2,Quittung,die,die Quittungen,receipt,Kann ich eine Quittung haben?,noun,Shopping,a2,A2_lesson_6
A2_v252,A2,umoetauschen,,,to exchange,Kann ich das hemd umtauschen?,other,Shopping,a2,A2_lesson_6
A2_v253,A2,passen,,,to fit,Die Hose passt mir gut.,other,Shopping,a2,A2_lesson_6
A2_v254,A2,Umkleidekabine,die,die Umkleidekabinen,fitting room,Die Umkleidekabine ist hinten.,noun,Shopping,a2,A2_lesson_6
A2_v521,A2,Zug,der,die Züge,train,Der Zug kommt um 14 Uhr an.,noun,Travel,a2,A2_lesson_4
A2_v522,A2,Bus,der,die Busse,bus,Der Bus fährt alle 10 Minuten.,noun,Travel,a2,A2_lesson_4
A2_v523,A2,U-Bahn,die,die U-Bahnen,subway,Die U-Bahn ist schneller.,noun,Travel,a2,A2_lesson_4
A2_v524,A2,Fahrplan,der,die Fahrpläne,timetable,Hier ist Fahrplan.,noun,Travel,a2,A2_lesson_4
A2_v525,A2,Verspätung,die,die Verspätungen,delay,Der Zug hat 20 Minuten Verspätung.,noun,Travel,a2,A2_lesson_4
A2_v526,A2,umsteigen,,,to transfer,Sie müssen in Köln umsteigen.,other,Travel,a2,A2_lesson_4
A2_v527,A2,aussteigen,,,to get off,Wir steigen an der nächsten Haltestelle aus.,other,Travel,a2,A2_lesson_4
A2_v528,A2,einsteigen,,,to get on,Bitte steigen Sie schnell ein.,other,Travel,a2,A2_lesson_4
A2_v529,A2,Haltestelle,die,die Haltestellen,stop (bus/tram),Die Haltestelle ist um die Ecke.,noun,Travel,a2,A2_lesson_4
A2_v530,A2,Taxi,das,die Taxis,taxi,Wir nehmen ein Taxi zum Flughafen.,noun,Travel,a2,A2_lesson_4
A2_v531,A2,Einzelzimmer,das,die Einzelzimmer,single room,Ich möchte ein Einzelzimmer.,noun,Travel,a2,A2_lesson_5
A2_v532,A2,Doppelzimmer,das,die Doppelzimmer,double room,Ein Doppelzimmer kostet 120 Euro.,noun,Travel,a2,A2_lesson_5
A2_v533,A2,Rezeption,die,die Rezeptionen,reception,Die Rezeption ist rund um die Uhr besetzt.,noun,Travel,a2,A2_lesson_5
A2_v534,A2,Schlüssel,der,die Schlüssel,key,Hier ist Ihr Schlüssel.,noun,Travel,a2,A2_lesson_5
A2_v535,A2,Frühstück,das,das Frühstücke,breakfast,Das Frühstück ist von 7 bis 10 Uhr.,noun,Travel,a2,A2_lesson_5
A2_v536,A2,abreisen,,,to depart/check out,Wir reisen morgen früh ab.,other,Travel,a2,A2_lesson_5
A2_v538,A2,Preis,der,die Preise,price,Der Preis ist zu hoch.,noun,Shopping,a2,A2_lesson_6
A2_v539,A2,Sonderangebot,das,die Sonderangebote,special offer,Das ist ein Sonderangebot.,noun,Shopping,a2,A2_lesson_6
A2_v540,A2,Öffnungszeiten,die,Öffnungszeiten,opening hours,Die Öffnungszeiten sind Mo-Fr 9-18 Uhr.,noun,Shopping,a2,A2_lesson_6
A2_v541,A2,Geld,das,die Gelder,money,Hast du genug Geld dabei?,noun,Shopping,a2,A2_lesson_6
A2_v542,A2,EC-Karte,die,die EC-Karten,debit card,Ich zahle mit EC-Karte.,noun,Shopping,a2,A2_lesson_6
A2_v543,A2,Speisekarte,die,die Speisekarten,menu,Kann ich Speisekarte sehen?,noun,Food,a2,A2_lesson_7
A2_v544,A2,Vorspeise,die,die Vorspeisen,appetizer/starter,Als Vorspeise nehme ich die Suppe.,noun,Food,a2,A2_lesson_7
A2_v545,A2,Hauptspeise,die,die Hauptspeisen,main course,Die Hauptspeise ist Schnitzel mit Pommes.,noun,Food,a2,A2_lesson_7
A2_v546,A2,Nachtisch,der,die Nachtische,dessert,Möchten Sie einen Nachtisch?,noun,Food,a2,A2_lesson_7
A2_v547,A2,Getränk,das,die Getränke,beverage,Was möchten Sie trinken?,noun,Food,a2,A2_lesson_7
A2_v548,A2,bestellen,,,to order,Haben Sie schon bestellt?,other,Food,a2,A2_lesson_7
A2_v549,A2,empfehlen,,,to recommend,Was können Sie empfehlen?,other,Food,a2,A2_lesson_7
A2_v550,A2,Bedienung,die,die Bedienungen,service / server,Die Bedienung ist sehr freundlich.,noun,Food,a2,A2_lesson_7
A2_v551,A2,schmecken,,,to taste,Die Suppe schmeckt ausgezeichnet.,other,Food,a2,A2_lesson_7
A2_v552,A2,Firma,die,die Firmen,company,Er arbeitet bei einer großen Firma.,noun,Work,a2,A2_lesson_8
A2_v553,A2,Kollege,der,die Kollegen,colleague (m),Mein Kollege hilft mir.,noun,Work,a2,A2_lesson_8
A2_v554,A2,Kollegin,die,die Kolleginnen,colleague (f),Meine Kollegin ist sehr nett.,noun,Work,a2,A2_lesson_8
A2_v555,A2,Chef,der,die Chefs,boss (m),Der Chef ist heute nicht da.,noun,Work,a2,A2_lesson_8
A2_v556,A2,Chefin,die,die Chefinnen,boss (f),Die Chefin hat eine Besprechung.,noun,Work,a2,A2_lesson_8
A2_v557,A2,Meeting,das,die Meetings,meeting,Das Meeting beginnt um 10 Uhr.,noun,Work,a2,A2_lesson_8
A2_v558,A2,Besprechung,die,die Besprechungen,discussion/meeting,Wir haben eine Besprechung.,noun,Work,a2,A2_lesson_8
A2_v559,A2,Bewerbung,die,die Bewerbungen,application,Ich habe meine Bewerbung geschickt.,noun,Work,a2,A2_lesson_8
A2_v560,A2,Vorstellungsgespräch,das,die Vorstellungsgespräche,job interview,Morgen habe ich ein Vorstellungsgespräch.,noun,Work,a2,A2_lesson_8
A2_v561,A2,Kurs,der,die Kurse,course,Der Kurs kostet 200 Euro.,noun,Education,a2,A2_lesson_9
A2_v562,A2,Unterricht,der,die Unterrichte,class/lesson,Der Unterricht beginnt um 9 Uhr.,noun,Education,a2,A2_lesson_9
A2_v563,A2,Prüfung,die,die Prüfungen,exam/test,Die Prüfung ist nächste Woche.,noun,Education,a2,A2_lesson_9
A2_v564,A2,Semester,das,die Semester,semester,Das Semester endet im Juli.,noun,Education,a2,A2_lesson_9
A2_v565,A2,Studium,das,die Studiengänge,studies (university),Mein Studium dauert drei Jahre.,noun,Education,a2,A2_lesson_9
A2_v566,A2,Note,die,die Noten,grade,Ich habe eine gute Note bekommen.,noun,Education,a2,A2_lesson_9
A2_v567,A2,Student,der,die Studenten,student (m),Der Student lernt Deutsch.,noun,Education,a2,A2_lesson_9
A2_v568,A2,Studentin,die,die Studentinnen,student (f),Die Studentin studiert Medizin.,noun,Education,a2,A2_lesson_9
A2_v569,A2,lernen,,,to learn,Ich lerne jeden Tag Deutsch.,other,Education,a2,A2_lesson_9
A2_v570,A2,bestehen,,,to pass (exam),"Ich hoffe, ich bestehe die Prüfung.",other,Education,a2,A2_lesson_9
A2_v571,A2,Termin,der,die Termine,appointment,Ich habe einen Termin beim Arzt.,noun,Health,a2,A2_lesson_11
A2_v572,A2,Sprechstunde,die,die Sprechstunden,office hours (doctor),Die Sprechstunde ist von 9 bis 12 Uhr.,noun,Health,a2,A2_lesson_11
A2_v573,A2,Überweisung,die,die Überweisungen,referral,Der Arzt gibt mir eine Überweisung.,noun,Health,a2,A2_lesson_11
A2_v574,A2,Krankmeldung,die,die Krankmeldungen,sick note,Ich brauche eine Krankmeldung für die Arbeit.,noun,Health,a2,A2_lesson_11
A2_v575,A2,krank,,,sick,Ich bin krank und bleibe zu Hause.,other,Health,a2,A2_lesson_11
A2_v576,A2,gesund,,,healthy,Ich möchte gesund bleiben.,other,Health,a2,A2_lesson_11
A2_v577,A2,Schmerz,der,die Schmerzen,pain,Ich habe starke Schmerzen im Rücken.,noun,Health,a2,A2_lesson_11
A2_v578,A2,Fieber messen,,,to take temperature,Der Arzt misst das Fieber.,other,Health,a2,A2_lesson_11
A2_v579,A2,Erkältung,die,die Erkältungen,cold (illness),Ich habe eine Erkältung.,noun,Health,a2,A2_lesson_11
A2_v580,A2,behandeln,,,to treat,Der Arzt behandelt den Patienten.,other,Health,a2,A2_lesson_11
A2_v581,A2,Apotheke,die,die Apotheken,pharmacy,Die Apotheke hat bis 18 Uhr geöffnet.,noun,Health,a2,A2_lesson_12
A2_v582,A2,Medikament,das,die Medikamente,medication,Nehmen Sie Medikament dreimal täglich.,noun,Health,a2,A2_lesson_12
A2_v583,A2,verschreiben,,,to prescribe,Der Arzt hat mir Antibiotika verschrieben.,other,Health,a2,A2_lesson_12
A2_v584,A2,Nebenwirkung,die,die Nebenwirkungen,side effect,Das Medikament hat Nebenwirkungen.,noun,Health,a2,A2_lesson_12
A2_v585,A2,Allergie,die,die Allergien,allergy,Ich habe eine Allergie gegen Pollen.,noun,Health,a2,A2_lesson_12
A2_v586,A2,Dosis,die,die Dosierungen,dosage,Die Dosis beträgt eine Tablette pro Tag.,noun,Health,a2,A2_lesson_12
A2_v587,A2,rezeptfrei,,,over-the-counter,Dieses Medikament ist rezeptfrei.,other,Health,a2,A2_lesson_12
A2_v588,A2,Salbe,die,die Salben,ointment,Die Salbe hilft gegen Hautausschlag.,noun,Health,a2,A2_lesson_12
A2_v589,A2,Ehemann,der,die Ehemänner,husband,Mein Ehemann arbeitet im Krankenhaus.,noun,Daily Life,a2,A2_lesson_1
A2_v590,A2,Ehefrau,die,die Ehefrauen,wife,Meine Ehefrau kocht sehr gut.,noun,Daily Life,a2,A2_lesson_1
A2_v591,A2,Bruder,der,die Brüder,brother,Mein Bruder wohnt in Hamburg.,noun,Daily Life,a2,A2_lesson_1
A2_v592,A2,Schwester,die,die Schwestern,sister,Meine Schwester ist Ärztin.,noun,Daily Life,a2,A2_lesson_1
A2_v593,A2,Opa,der,die Opas,grandpa,Mein Opa ist 80 Jahre alt.,noun,Daily Life,a2,A2_lesson_1
A2_v594,A2,Oma,die,die Omas,grandma,Meine Oma backt gern Kuchen.,noun,Daily Life,a2,A2_lesson_1
A2_v595,A2,Sohn,der,die Söhne,son,Mein Sohn geht in die Schule.,noun,Daily Life,a2,A2_lesson_1
A2_v596,A2,Tochter,die,die Töchter,daughter,Meine Tochter spielt Klavier.,noun,Daily Life,a2,A2_lesson_1
A2_v597,A2,Freund,der,die Freunde,friend (m) / boyfriend,Mein Freund besucht mich heute.,noun,Daily Life,a2,A2_lesson_15
A2_v598,A2,Miete,die,die Mieten,rent,Die Miete beträgt 800 Euro warm.,noun,Living,a2,A2_lesson_10
A2_v599,A2,Nebenkosten,die,Nebenkosten,utility costs,Die Nebenkosten sind in der Miete enthalten.,noun,Living,a2,A2_lesson_10
A2_v600,A2,Kaution,die,die Kautionen,security deposit,Die Kaution beträgt drei Kaltmieten.,noun,Living,a2,A2_lesson_10
A2_v601,A2,Mietvertrag,der,die Mietverträge,rental contract,Bitte unterschreiben Sie den Mietvertrag.,noun,Living,a2,A2_lesson_10
A2_v602,A2,umziehen,,,to move (house),Nächste Woche ziehe ich um.,other,Living,a2,A2_lesson_10
A2_v603,A2,einziehen,,,to move in,Ich ziehe am 1. Mai in die neue Wohnung ein.,other,Living,a2,A2_lesson_10
A2_v604,A2,Vermieter,der,die Vermieter,landlord,Der Vermieter ist sehr freundlich.,noun,Living,a2,A2_lesson_10
A2_v605,A2,Wohnungsanzeige,die,die Wohnungsanzeigen,housing ad,Ich suche eine Wohnungsanzeige in der Zeitung.,noun,Living,a2,A2_lesson_10
A2_v606,A2,Stock,der,die Stockwerke,floor / story,Die Wohnung ist im dritten Stock.,noun,Living,a2,A2_lesson_10
A2_v607,A2,Sonne,die,die Sonnen,sun,Die Sonne scheint heute.,noun,Nature,a2,A2_lesson_13
A2_v608,A2,Regen,der,,rain,Der Regen hört um 15 Uhr auf.,noun,Nature,a2,A2_lesson_13
A2_v609,A2,Schnee,der,,snow,Im Winter gibt es viel Schnee.,noun,Nature,a2,A2_lesson_13
A2_v610,A2,Wind,der,die Winde,wind,Der Wind ist heute stark.,noun,Nature,a2,A2_lesson_13
A2_v611,A2,Wolke,die,die Wolken,cloud,Am Himmel sind viele Wolken.,noun,Nature,a2,A2_lesson_13
A2_v612,A2,regnen,,,to rain,Es regnet schon den ganzen Tag.,other,Nature,a2,A2_lesson_13
A2_v613,A2,scheinen,,,to shine,Die Sonne scheint hell.,other,Nature,a2,A2_lesson_13
A2_v614,A2,Grad,das,die Grad,degree,Heute sind es 25 Grad.,noun,Nature,a2,A2_lesson_13
A2_v615,A2,Hobby,das,die Hobbys,hobby,Mein Hobby ist Fotografie.,noun,Hobbies,a2,A2_lesson_14
A2_v616,A2,Sport,der,die Sportarten,sport,Sport macht mir viel Spaß.,noun,Hobbies,a2,A2_lesson_14
A2_v617,A2,tanzen,,,to dance,Ich tanze gerne Salsa.,other,Hobbies,a2,A2_lesson_14
A2_v618,A2,malen,,,to paint,Sie malt gern Landschaften.,other,Hobbies,a2,A2_lesson_14
A2_v621,A2,Verein,der,die Vereine,club / association,Ich bin in einem Sportverein.,noun,Hobbies,a2,A2_lesson_14
A2_v620,A2,singen,,,to sing,Sie singt im Chor.,other,Hobbies,a2,A2_lesson_14
A2_v622,A2,Nachricht,die,die Nachrichten,message,Ich habe eine Nachricht bekommen.,noun,Technology,a2,A2_lesson_21
A2_v623,A2,E-Mail,die,die E-Mails,email,Schick mir eine E-Mail.,noun,Technology,a2,A2_lesson_21
A2_v624,A2,Anruf,der,die Anrufe,phone call,Ich erwarte einen Anruf.,noun,Technology,a2,A2_lesson_21
A2_v625,A2,anrufen,,,to call (phone),Kannst du mich morgen anrufen?,other,Technology,a2,A2_lesson_21
A2_v626,A2,Datei,die,die Dateien,file,Die Datei ist zu gross.,noun,Technology,a2,A2_lesson_21
A2_v627,A2,Internet,das,,internet,Das Internet ist heute langsam.,noun,Technology,a2,A2_lesson_21
A2_v628,A2,herunterladen,,,to download,Ich lade ein Programm herunter.,other,Technology,a2,A2_lesson_21
A2_v629,A2,schicken,,,to send,Ich schicke dir die Adresse.,other,Technology,a2,A2_lesson_21
A2_v630,A2,Laptop,der,die Laptops,laptop,Mein Laptop ist kaputt.,noun,Technology,a2,A2_lesson_21
A2_v631,A2,App,die,die Apps,app,Die App hilft beim Deutschlernen.,noun,Technology,a2,A2_lesson_21
A2_v632,A2,Passwort,das,die Passwörter,password,Ich habe mein Passwort vergessen.,noun,Technology,a2,A2_lesson_21
A2_v633,A2,Drucker,der,die Drucker,printer,Der Drucker hat kein Papier.,noun,Technology,a2,A2_lesson_21
A2_v634,A2,Formular,das,die Formulare,form,Füllen Sie bitte das Formular aus.,noun,Admin,a2,A2_lesson_20
A2_v635,A2,Unterschrift,die,die Unterschriften,signature,Hier fehlt Ihre Unterschrift.,noun,Admin,a2,A2_lesson_20
A2_v636,A2,Antrag,der,die Anträge,application (formal),Ich habe einen Antrag gestellt.,noun,Admin,a2,A2_lesson_20
A2_v637,A2,Geburtsdatum,das,die Geburtsdaten,date of birth,Mein Geburtsdatum ist der 3. Mai 1990.,noun,Admin,a2,A2_lesson_20
A2_v638,A2,Bestätigung,die,die Bestätigungen,confirmation,Ich warte auf die Bestätigung.,noun,Admin,a2,A2_lesson_20
A2_v639,A2,absagen,,,to cancel (appointment),Ich muss den Termin absagen.,other,Admin,a2,A2_lesson_20
A2_v640,A2,verschieben,,,to postpone,Können wir den Termin verschieben?,other,Admin,a2,A2_lesson_20
A2_v641,A2,Bescheinigung,die,die Bescheinigungen,certificate,Ich brauche eine Bescheinigung vom Amt.,noun,Admin,a2,A2_lesson_20
A2_v642,A2,Anmeldung,die,die Anmeldungen,registration,Die Anmeldung ist kostenlos.,noun,Admin,a2,A2_lesson_20
A2_v643,A2,Amt,das,die Ämter,public office,Das Amt hat von 8 bis 12 Uhr geöffnet.,noun,Admin,a2,A2_lesson_20
A2_v644,A2,zufrieden,,,satisfied,Ich bin mit dem Ergebnis zufrieden.,other,Feelings,a2,A2_lesson_18
A2_v645,A2,nervös,,,nervous,Vor der Prüfung bin ich nervös.,other,Feelings,a2,A2_lesson_18
A2_v646,A2,überrascht,,,surprised,Ich bin überrascht über das Geschenk.,other,Feelings,a2,A2_lesson_18
A2_v647,A2,Meinung,die,die Meinungen,opinion,Was ist deine Meinung?,noun,Feelings,a2,A2_lesson_18
A2_v648,A2,finden,,,to think (opinion),Ich finde den Film gut.,other,Feelings,a2,A2_lesson_18
A2_v649,A2,glauben,,,to believe,"Ich glaube, das stimmt.",other,Feelings,a2,A2_lesson_18
A2_v650,A2,hoffen,,,to hope,"Ich hoffe, du kommst bald.",other,Feelings,a2,A2_lesson_18
A2_v651,A2,öffnen,,,to open,Kannst du das Fenster öffnen?,other,Grammar,a2,A2_lesson_3
A2_v652,A2,schliessen,,,to close,Bitte schliessen Sie die Tür.,other,Grammar,a2,A2_lesson_3
A2_v653,A2,bringen,,,to bring,Kannst du mir Wasser bringen?,other,Daily Life,a2,A2_lesson_2
A2_v654,A2,holen,,,to fetch / get,Ich hole die Kinder von der Schule.,other,Daily Life,a2,A2_lesson_2
A2_v655,A2,kochen,,,to cook,Am Sonntag koche ich gern.,other,Daily Life,a2,A2_lesson_2
A2_v656,A2,putzen,,,to clean,Ich putze samstags die Wohnung.,other,Daily Life,a2,A2_lesson_2
A2_v657,A2,arbeiten,,,to work,Sie arbeitet bei einer Bank.,other,Work,a2,A2_lesson_8
A2_v658,A2,warten,,,to wait,Warte bitte einen Moment.,other,Daily Life,a2,A2_lesson_2
A2_v659,A2,antworten,,,to answer,Antworte bitte auf meine Frage.,other,Grammar,a2,A2_lesson_3
A2_v660,A2,wichtig,,,important,Das ist sehr wichtig.,other,Feelings,a2,A2_lesson_18
A2_v661,A2,schwer,,,hard / difficult,"Deutsch ist schwer, aber ich lerne weiter.",other,Feelings,a2,A2_lesson_18
A2_v662,A2,teuer,,,expensive,Das Hotel war sehr teuer.,other,Feelings,a2,A2_lesson_18
A2_v663,A2,billig,,,cheap,Dieses Restaurant ist billig.,other,Feelings,a2,A2_lesson_18
A2_v664,A2,interessant,,,interesting,Das Buch ist sehr interessant.,other,Feelings,a2,A2_lesson_18
A2_v665,A2,vielleicht,,,maybe,Vielleicht komme ich morgen.,other,Grammar,a2,A2_lesson_3
A2_v666,A2,eigentlich,,,actually,Eigentlich wollte ich kommen.,other,Grammar,a2,A2_lesson_3
A2_v667,A2,endlich,,,finally,Endlich ist der Sommer da.,other,Grammar,a2,A2_lesson_3
A2_v668,A2,plötzlich,,,suddenly,Plötzlich fing es an zu regnen.,other,Grammar,a2,A2_lesson_3
A2_v669,A2,normalerweise,,,normally,Normalerweise stehe ich um 7 Uhr auf.,other,Daily Life,a2,A2_lesson_2
A2_v670,A2,ziemlich,,,quite / fairly,Das Wetter ist ziemlich kalt.,other,Grammar,a2,A2_lesson_3
A2_v671,A2,Website,die,die Websites,website,Die Website ist sehr hilfreich.,noun,Technology,a2,A2_lesson_21
A2_v672,A2,Kaltmiete,die,die Kaltmieten,cold rent (base rent without utilities),Die Kaltmiete ist 600 Euro.,noun,Housing,a2,A2_lesson_10
A2_v673,A2,Warmmiete,die,die Warmmieten,warm rent (including utilities),Die Warmmiete beträgt 780 Euro.,noun,Housing,a2,A2_lesson_10
A2_v674,A2,Küche,die,die Küchen,kitchen,Die Küche hat einen Herd und einen Kühlschrank.,noun,Housing,a2,A2_lesson_10
A2_v675,A2,Bad,das,die Bäder,bathroom,"Das Bad ist klein, aber sauber.",noun,Housing,a2,A2_lesson_10
A2_v676,A2,Keller,der,die Keller,basement / cellar,Im Keller können Sie ihr Fahrrad abstellen.,noun,Housing,a2,A2_lesson_10
A2_v677,A2,Beschwerde,die,die Beschwerden,complaint,Ich möchte eine Beschwerde einreichen.,noun,Services,a2,A2_lesson_6
A2_v678,A2,kaputt,,,broken,Der Aufzug ist kaputt.,other,Services,a2,A2_lesson_6
A2_v679,A2,reparieren,,,to repair,Können Sie das bitte reparieren?,verb,Services,a2,A2_lesson_6
A2_v680,A2,Schaden,der,die Schäden,damage,Es gibt einen Schaden an der Tür.,noun,Services,a2,A2_lesson_6
A2_v681,A2,funktionieren,,,to function / work,Die Heizung funktioniert nicht.,verb,Services,a2,A2_lesson_6
A2_v682,A2,ärgern,,,to annoy,Das ärgert mich sehr.,verb,Feelings,a2,A2_lesson_6
A2_v683,A2,Lösung,die,die Lösungen,solution,Wir brauchen eine schnelle Lösung.,noun,Services,a2,A2_lesson_6
A2_v684,A2,zurückgeben,,,to return (something),Ich möchte das Produkt zurückgeben.,verb,Shopping,a2,A2_lesson_6
A2_v685,A2,Friseur,der,die Friseure,hairdresser,Ich habe einen Termin beim Friseur.,noun,Services,a2,A2_lesson_20
A2_v686,A2,Versicherung,die,die Versicherungen,insurance,Ich möchte meine Versicherung wechseln.,noun,Services,a2,A2_lesson_20
A2_v687,A2,bestätigen,,,to confirm,Bitte bestätigen Sie den Termin.,verb,Services,a2,A2_lesson_20
A2_v688,A2,Kundennummer,die,die Kundennummern,customer number,Meine Kundennummer ist 4567.,noun,Services,a2,A2_lesson_20
A2_v689,A2,Ausfall,der,die Ausfälle,cancellation (train/bus),Wegen des Ausfalls müssen wir einen Bus nehmen.,noun,Travel,a2,A2_lesson_23
A2_v690,A2,Unterkunft,die,die Unterkünfte,accommodation,Wir suchen eine günstige Unterkunft.,noun,Travel,a2,A2_lesson_4
A2_v691,A2,Notfall,der,die Notfälle,emergency,Im Notfall rufen Sie 112 an.,noun,Health,a2,A2_lesson_11
A2_v692,A2,Praxis,die,die Praxen,practice / clinic (doctor),Die Praxis hat von 8 bis 12 Uhr geöffnet.,noun,Health,a2,A2_lesson_11
A2_v693,A2,Einnahme,die,die Einnahmen,intake / dosage,Die Einnahme ist einmal täglich.,noun,Health,a2,A2_lesson_12
A2_v694,A2,Wirkstoff,der,die Wirkstoffe,active ingredient,Welcher Wirkstoff ist in diesem Medikament?,noun,Health,a2,A2_lesson_12
A2_v695,A2,Aufgabe,die,die Aufgaben,task / assignment,Ich habe heute viele Aufgaben.,noun,Work,a2,A2_lesson_8
A2_v696,A2,erledigen,,,to accomplish / complete,Ich muss die Arbeit noch erledigen.,verb,Work,a2,A2_lesson_8
A2_v697,A2,Frist,die,die Fristen,deadline,Die Frist ist am Freitag.,noun,Work,a2,A2_lesson_8
A2_v698,A2,Niveau,das,die Niveaus,level,Welches Niveau hast du?,noun,Education,a2,A2_lesson_9
A2_v699,A2,meiner Meinung nach,,,in my opinion,Meiner Meinung nach ist der Film gut.,phrase,Feelings,a2,A2_lesson_18
A2_v700,A2,Grund,der,die Gründe,reason,Was ist der Grund für deine Entscheidung?,noun,Feelings,a2,A2_lesson_18
A2_v701,A2,begründen,,,to justify / give reasons,Kannst du das begründen?,verb,Feelings,a2,A2_lesson_18
A2_v702,A2,deswegen,,,because of that,"Er ist krank, deswegen bleibt er zu Hause.",other,Grammar,a2,A2_lesson_3
A2_v703,A2,zunächst,,,first of all / initially,Zunächst müssen wir die Aufgabe lesen.,other,Grammar,a2,A2_lesson_3
A2_v704,A2,Wohnungseinrichtung,die,die Wohnungseinrichtungen,apartment furnishings,Die Wohnungseinrichtung ist modern.,noun,Housing,a2,A2_lesson_10
A2_v705,A2,Hof,der,die Höfe,courtyard / yard,Der Hof ist sehr groß.,noun,Housing,a2,A2_lesson_10
A2_v706,A2,Garage,die,die Garagen,garage,Die Garage ist für ein Auto.,noun,Housing,a2,A2_lesson_10
A2_v707,A2,Krankenwagen,der,die Krankenwagen,ambulance,Der Krankenwagen kam schnell.,noun,Health,a2,A2_lesson_11
A2_v708,A2,Impfung,die,die Impfungen,vaccination,Ich brauche eine Impfung.,noun,Health,a2,A2_lesson_11
A2_v709,A2,Feierabend,der,die Feierabende,end of work day,Ab 17 Uhr habe ich Feierabend.,noun,Work,a2,A2_lesson_8
A2_v710,A2,Überstunde,die,die Überstunden,overtime hour,Heute mache ich Überstunden.,noun,Work,a2,A2_lesson_8
A2_v711,A2,Zertifikat,das,die Zertifikate,certificate,Nach dem Kurs bekomme ich ein Zertifikat.,noun,Education,a2,A2_lesson_9
A2_v712,A2,einschreiben,,,to enroll,Ich möchte mich für den Kurs einschreiben.,verb,Education,a2,A2_lesson_9
